1	2
2	2
3	1
4	1
5	1
6	4
7	2
8	4
9	4
10	2
11	2
12	4
13	1
14	1
15	3
16	2
17	2
18	1
19	2
20	4
21	4
22	4
23	2
24	2
25	3
26	4
27	1
28	3
29	4
30	4
31	2
32	2
33	4
34	1
35	4
36	2
37	4
38	2
39	1
40	4
41	2
42	1
43	1
44	3
45	4
46	3
47	3
48	3
49	2
50	2
51	4
52	4
53	3
54	3
55	2
56	4
57	3
58	1
59	3
60	2
61	1
62	1
63	3
64	2
65	4
66	4
67	4
68	3
69	4
70	1
71	2
72	1
73	1
74	1
75	1
76	2
77	3
78	4
79	1
80	3
81	3
82	3
83	3
84	2
85	2
86	3
87	2
88	3
89	1
90	3
91	3
92	4
93	1
94	2
95	1
96	4
97	3
98	4
99	3
100	3
101	4
102	3
103	2
104	1
105	2
106	3
107	1
108	1
109	1
110	3
111	1
112	1
113	1
114	2
115	2
116	3
117	3
118	4
119	2
120	1
121	3
122	4
123	4
124	4
125	2
126	4
127	1
128	3
